,id,neighbourhood_group_cleansed,price,neighbourhood_cleansed,accommodates,availability_365,minimum_nights,revenue
15648,24806036,Ciutat Vella,119.0,"Sant Pere, Santa Caterina i la Ribera",4,142,3,2211.42
15653,24813542,Eixample,100.0,l'Antiga Esquerra de l'Eixample,5,57,3,2566.67
15662,24819150,Sarrià-Sant Gervasi,109.0,el Putxet i el Farró,6,331,2,308.83
15663,24819159,Gràcia,119.0,el Camp d'en Grassot i Gràcia Nova,6,353,2,119.0
15664,24819177,Gràcia,89.0,el Camp d'en Grassot i Gràcia Nova,6,330,2,259.58
15669,24824238,Ciutat Vella,58.0,el Barri Gòtic,3,365,32,0.0
15671,24826720,Gràcia,145.0,la Vila de Gràcia,4,133,3,2803.33
15684,24839334,Eixample,80.0,Sant Antoni,4,360,1,33.33
15700,24848800,Gràcia,85.0,la Vila de Gràcia,3,224,2,998.75
15748,24903404,Eixample,100.0,la Sagrada Família,5,298,1,558.33
15774,24927121,Sarrià-Sant Gervasi,89.0,el Putxet i el Farró,5,61,3,2254.67
15779,24929443,Sants-Montjuïc,70.0,el Poble Sec,4,132,3,1359.17
15780,24929992,Sants-Montjuïc,70.0,el Poble Sec,4,106,3,1510.83
15810,24957190,Eixample,101.0,l'Antiga Esquerra de l'Eixample,5,331,3,286.17
15811,24957455,Eixample,128.0,la Nova Esquerra de l'Eixample,4,81,3,3029.33
15815,24959620,Sants-Montjuïc,70.0,el Poble Sec,4,132,3,1359.17
15817,24960188,Eixample,400.0,la Sagrada Família,5,133,3,7733.33
15818,24960545,Sant Martí,110.0,el Poblenou,5,138,30,2080.83
15820,24961508,Eixample,240.0,la Dreta de l'Eixample,4,351,3,280.0
15821,24965036,Sant Martí,120.0,la Vila Olímpica del Poblenou,4,225,3,1400.0
15827,24974193,Les Corts,100.0,les Corts,4,31,3,2783.33
15830,24975002,Les Corts,100.0,les Corts,3,39,3,2716.67
15836,24977218,Sant Martí,150.0,el Parc i la Llacuna del Poblenou,3,154,2,2637.5
15838,24978503,Ciutat Vella,129.0,el Barri Gòtic,2,306,1,634.25
15839,24978618,Ciutat Vella,129.0,el Barri Gòtic,2,313,1,559.0
15840,24978663,Ciutat Vella,129.0,el Barri Gòtic,2,310,1,591.25
15847,24981891,Ciutat Vella,95.0,el Barri Gòtic,2,4,3,2857.92
15866,25002006,Gràcia,70.0,la Vila de Gràcia,4,136,3,1335.83
15867,25002618,Gràcia,70.0,el Camp d'en Grassot i Gràcia Nova,4,138,3,1324.17
15872,25004232,Eixample,74.0,la Nova Esquerra de l'Eixample,3,314,30,314.5
15879,25013344,Ciutat Vella,80.0,el Barri Gòtic,5,228,31,913.33
15886,25020832,Eixample,59.0,l'Antiga Esquerra de l'Eixample,4,2,1,1784.75
15913,25046066,Ciutat Vella,150.0,la Barceloneta,6,34,5,4137.5
15917,25049341,Sant Martí,190.0,Diagonal Mar i el Front Marítim del Poblenou,4,338,2,427.5
15926,25061570,Sant Martí,140.0,Diagonal Mar i el Front Marítim del Poblenou,6,308,2,665.0
15927,25062730,Eixample,64.0,l'Antiga Esquerra de l'Eixample,6,196,1,901.33
15928,25063260,Sant Martí,55.0,la Vila Olímpica del Poblenou,3,61,31,1393.33
15932,25065464,Sarrià-Sant Gervasi,99.0,Sant Gervasi - Galvany,2,79,2,2359.5
15943,25073653,Ciutat Vella,89.0,"Sant Pere, Santa Caterina i la Ribera",6,236,1,956.75
15956,25090635,Ciutat Vella,90.0,el Raval,4,228,3,1027.5
15958,25091323,Sants-Montjuïc,120.0,el Poble Sec,3,3,2,3620.0
15964,25095438,Sants-Montjuïc,160.0,el Poble Sec,5,330,2,466.67
15970,25098070,Ciutat Vella,80.0,el Raval,5,303,2,413.33
15976,25099400,Eixample,120.0,l'Antiga Esquerra de l'Eixample,5,300,2,650.0
15980,25107044,Eixample,40.0,l'Antiga Esquerra de l'Eixample,2,4,1,1203.33
15982,25115409,Sants-Montjuïc,145.0,Sants,5,221,3,1740.0
15986,25118224,Eixample,100.0,Sant Antoni,4,53,6,2600.0
16002,25124052,Eixample,99.0,la Dreta de l'Eixample,5,171,1,1600.5
16018,25142759,Sarrià-Sant Gervasi,50.0,Sarrià,4,150,1,895.83
16040,25180994,Eixample,90.0,la Sagrada Família,6,302,1,472.5
16041,25181006,Eixample,90.0,la Sagrada Família,6,334,1,232.5
16042,25181011,Eixample,90.0,la Sagrada Família,6,332,1,247.5
16043,25181037,Eixample,90.0,la Sagrada Família,6,326,1,292.5
16054,25186546,Eixample,130.0,l'Antiga Esquerra de l'Eixample,4,83,3,3055.0
16055,25186554,Gràcia,98.0,el Camp d'en Grassot i Gràcia Nova,2,286,2,645.17
16074,25204415,Eixample,140.0,la Dreta de l'Eixample,6,119,1,2870.0
16093,25233742,Eixample,63.0,la Dreta de l'Eixample,2,1,2,1911.0
16097,25242564,Eixample,78.0,Sant Antoni,6,245,1,780.0
16101,25244144,Sant Martí,140.0,el Parc i la Llacuna del Poblenou,4,107,2,3010.0
16143,25284158,Eixample,100.0,la Sagrada Família,3,333,1,266.67
16144,25284726,Gràcia,120.0,Vallcarca i els Penitents,2,29,3,3360.0
16163,25304839,Eixample,120.0,l'Antiga Esquerra de l'Eixample,6,293,2,720.0
16181,25313581,Sants-Montjuïc,150.0,el Poble Sec,4,313,1,650.0
16206,25332841,Sants-Montjuïc,110.0,el Poble Sec,4,335,2,275.0
16211,25334331,Eixample,140.0,Sant Antoni,2,39,3,3803.33
16215,25335202,Eixample,197.0,l'Antiga Esquerra de l'Eixample,6,232,2,2183.42
16216,25335237,Sants-Montjuïc,150.0,la Font de la Guatlla,6,312,3,662.5
16217,25335638,Sants-Montjuïc,150.0,el Poble Sec,4,311,3,675.0
16229,25343335,Sarrià-Sant Gervasi,77.0,Sant Gervasi - Galvany,3,2,2,2329.25
16238,25351451,Eixample,70.0,la Dreta de l'Eixample,5,0,2,2129.17
16239,25351963,Eixample,120.0,la Dreta de l'Eixample,4,343,4,220.0
16244,25360809,Eixample,130.0,la Dreta de l'Eixample,6,319,3,498.33
16247,25363082,Sants-Montjuïc,150.0,el Poble Sec,4,318,3,587.5
16249,25363675,Ciutat Vella,60.0,"Sant Pere, Santa Caterina i la Ribera",2,279,1,430.0
16251,25364319,Ciutat Vella,60.0,"Sant Pere, Santa Caterina i la Ribera",2,277,1,440.0
16252,25364321,Ciutat Vella,60.0,"Sant Pere, Santa Caterina i la Ribera",2,286,1,395.0
16253,25364504,Sants-Montjuïc,110.0,el Poble Sec,2,329,3,330.0
16267,25372451,Horta-Guinardó,65.0,el Baix Guinardó,2,54,2,1684.58
16268,25372941,Sant Martí,80.0,el Poblenou,3,291,2,493.33
16282,25394368,Eixample,77.0,la Nova Esquerra de l'Eixample,4,318,1,301.58
16295,25410568,Eixample,90.0,Sant Antoni,4,90,30,2062.5
16301,25416550,Eixample,150.0,la Nova Esquerra de l'Eixample,5,329,3,450.0
16322,25438476,Sant Martí,115.0,el Clot,5,230,3,1293.75
16330,25440654,Eixample,177.0,la Dreta de l'Eixample,4,311,1,796.5
16331,25441028,Gràcia,99.0,la Vila de Gràcia,6,257,1,891.0
16333,25441890,Eixample,159.0,l'Antiga Esquerra de l'Eixample,4,334,1,410.75
16334,25442028,Eixample,159.0,l'Antiga Esquerra de l'Eixample,6,315,1,662.5
16370,25466336,Sant Martí,90.0,el Poblenou,3,250,2,862.5
16377,25468475,Eixample,92.0,el Fort Pienc,4,318,2,360.33
16384,25472169,Eixample,96.0,Sant Antoni,5,348,2,136.0
16387,25475590,Sants-Montjuïc,83.0,el Poble Sec,3,328,2,255.92
16396,25480861,Eixample,196.0,el Fort Pienc,4,327,2,620.67
16398,25483469,Eixample,100.0,l'Antiga Esquerra de l'Eixample,4,0,5,3041.67
16407,25495810,Ciutat Vella,150.0,"Sant Pere, Santa Caterina i la Ribera",4,344,2,262.5
16423,25506427,Eixample,100.0,la Nova Esquerra de l'Eixample,5,349,2,133.33
16425,25506914,Eixample,80.0,la Dreta de l'Eixample,4,128,31,1580.0
16432,25508313,Ciutat Vella,130.0,"Sant Pere, Santa Caterina i la Ribera",4,351,2,151.67
16448,25516876,Sants-Montjuïc,109.0,el Poble Sec,5,149,3,1962.0
16451,25523861,Sants-Montjuïc,99.0,la Bordeta,4,350,3,123.75
16452,25524160,Ciutat Vella,185.0,el Raval,4,37,4,5056.67
16456,25526675,Eixample,150.0,la Nova Esquerra de l'Eixample,4,342,1,287.5
16460,25527629,Eixample,150.0,la Sagrada Família,5,43,31,4025.0
16462,25528952,Ciutat Vella,45.0,la Barceloneta,2,330,32,131.25
16469,25533505,Gràcia,79.0,la Vila de Gràcia,5,294,3,467.42
16479,25538875,Eixample,82.0,Sant Antoni,6,320,3,307.5
16482,25541279,Eixample,99.0,la Sagrada Família,3,34,31,2730.75
16486,25543821,Gràcia,120.0,la Vila de Gràcia,2,315,1,500.0
16492,25545939,Gràcia,79.0,la Vila de Gràcia,2,170,1,1283.75
16494,25547480,Ciutat Vella,39.0,el Raval,4,5,3,1170.0
16513,25567613,Sants-Montjuïc,107.0,la Font de la Guatlla,4,318,2,419.08
16514,25567860,Eixample,120.0,l'Antiga Esquerra de l'Eixample,4,315,3,500.0
16517,25570296,Eixample,162.0,la Dreta de l'Eixample,6,306,1,796.5
16528,25582926,Sant Andreu,95.0,la Sagrera,4,17,3,2755.0
16535,25603302,Ciutat Vella,139.0,el Barri Gòtic,6,173,2,2224.0
16547,25615283,Eixample,100.0,l'Antiga Esquerra de l'Eixample,3,322,3,358.33
16549,25621326,Ciutat Vella,130.0,"Sant Pere, Santa Caterina i la Ribera",3,9,1,3856.67
16563,25656366,Ciutat Vella,70.0,el Raval,4,40,4,1895.83
16566,25658762,Eixample,79.0,Sant Antoni,2,198,1,1099.42
16575,25663592,Gràcia,105.0,la Vila de Gràcia,3,226,1,1216.25
16586,25702128,Ciutat Vella,60.0,"Sant Pere, Santa Caterina i la Ribera",2,289,1,380.0
16600,25712520,Ciutat Vella,172.0,la Barceloneta,2,173,31,2752.0
16603,25715089,Eixample,149.0,Sant Antoni,6,172,4,2396.42
16604,25716450,Nou Barris,69.0,la Prosperitat,2,256,1,626.75
16607,25718525,Sants-Montjuïc,65.0,el Poble Sec,4,32,3,1803.75
16616,25727179,Ciutat Vella,70.0,el Raval,5,162,32,1184.17
16629,25759221,Gràcia,90.0,el Camp d'en Grassot i Gràcia Nova,4,330,2,262.5
16633,25762264,Sarrià-Sant Gervasi,1000.0,Sant Gervasi - Galvany,6,0,2,30416.67
16634,25762558,Sant Andreu,40.0,Sant Andreu,4,78,35,956.67
16636,25764111,Eixample,54.0,la Dreta de l'Eixample,2,266,2,445.5
16647,25775739,Ciutat Vella,150.0,el Raval,5,136,3,2862.5
16661,25788733,Ciutat Vella,100.0,el Barri Gòtic,6,173,32,1600.0
16685,25807285,Ciutat Vella,56.0,"Sant Pere, Santa Caterina i la Ribera",2,293,32,336.0
16692,25808739,Sants-Montjuïc,210.0,Hostafrancs,5,255,3,1925.0
16699,25821392,Eixample,79.0,l'Antiga Esquerra de l'Eixample,2,29,1,2212.0
16701,25822876,Eixample,170.0,la Nova Esquerra de l'Eixample,4,134,3,3272.5
16703,25824514,Les Corts,160.0,les Corts,5,18,3,4626.67
16710,25827206,Eixample,99.0,la Dreta de l'Eixample,4,335,2,247.5
16711,25828168,Eixample,176.0,la Dreta de l'Eixample,6,218,1,2156.0
16744,25848972,Gràcia,500.0,la Vila de Gràcia,4,103,3,10916.67
16751,25855705,Ciutat Vella,150.0,el Raval,6,148,3,2712.5
16752,25856449,Eixample,80.0,el Fort Pienc,6,292,1,486.67
16761,25862386,Gràcia,80.0,el Camp d'en Grassot i Gràcia Nova,3,176,7,1260.0
16777,25876177,Eixample,220.0,Sant Antoni,6,331,2,623.33
16790,25897963,Sant Martí,59.0,la Vila Olímpica del Poblenou,4,205,31,786.67
16810,25927223,Eixample,87.0,la Sagrada Família,6,72,2,2124.25
16813,25927824,Eixample,74.0,la Sagrada Família,5,95,2,1665.0
16819,25928680,Eixample,89.0,la Sagrada Família,6,304,2,452.42
16828,25934559,Gràcia,100.0,la Vila de Gràcia,3,324,3,341.67
16832,25937200,Eixample,170.0,la Nova Esquerra de l'Eixample,4,14,3,4972.5
16838,25939593,Horta-Guinardó,79.0,el Carmel,4,13,4,2317.33
16860,25958875,Eixample,129.0,la Sagrada Família,6,350,3,161.25
16904,25999765,Sants-Montjuïc,165.0,Sants,6,151,3,2942.5
16905,26000199,Sants-Montjuïc,25.0,el Poble Sec,1,134,31,481.25
16911,26007283,Ciutat Vella,135.0,"Sant Pere, Santa Caterina i la Ribera",6,361,32,45.0
16913,26008194,Eixample,120.0,la Dreta de l'Eixample,4,155,1,2100.0
16917,26017750,Eixample,60.0,la Dreta de l'Eixample,4,15,4,1750.0
16927,26024373,Ciutat Vella,129.0,el Raval,3,45,2,3440.0
16950,26043915,Eixample,95.0,la Sagrada Família,6,292,2,577.92
16954,26048436,Eixample,120.0,l'Antiga Esquerra de l'Eixample,4,32,3,3330.0
16961,26052130,Ciutat Vella,130.0,la Barceloneta,3,354,5,119.17
16968,26060201,Sarrià-Sant Gervasi,78.0,el Putxet i el Farró,6,255,2,715.0
16996,26091557,Ciutat Vella,49.0,el Raval,4,128,3,967.75
16997,26095372,Ciutat Vella,300.0,el Raval,6,170,3,4875.0
16998,26095794,Ciutat Vella,120.0,"Sant Pere, Santa Caterina i la Ribera",2,139,3,2260.0
16999,26096253,Sants-Montjuïc,40.0,el Poble Sec,4,1,4,1213.33
17002,26097294,Ciutat Vella,73.0,"Sant Pere, Santa Caterina i la Ribera",4,358,2,42.58
17014,26114526,Ciutat Vella,67.0,el Raval,4,74,1,1624.75
17039,26140925,Nou Barris,58.0,el Turó de la Peira,4,32,31,1609.5
17041,26142849,Ciutat Vella,150.0,"Sant Pere, Santa Caterina i la Ribera",3,356,2,112.5
17044,26145167,Eixample,105.0,la Sagrada Família,6,12,3,3088.75
17055,26158637,Sarrià-Sant Gervasi,80.0,Sarrià,4,339,1,173.33
17069,26178614,Ciutat Vella,160.0,"Sant Pere, Santa Caterina i la Ribera",4,53,5,4160.0
17071,26180735,Sant Martí,150.0,el Poblenou,4,93,3,3400.0
17089,26210145,Eixample,160.0,Sant Antoni,6,31,1,4453.33
17105,26212643,Sants-Montjuïc,142.0,Sants,6,40,1,3845.83
17106,26212647,Sants-Montjuïc,142.0,Sants,6,46,1,3774.83
17112,26212846,Sants-Montjuïc,95.0,Hostafrancs,2,16,1,2762.92
17117,26214452,Ciutat Vella,115.0,la Barceloneta,2,55,3,2970.83
17132,26232101,Ciutat Vella,179.0,el Raval,4,308,3,850.25
17149,26247209,Eixample,150.0,la Nova Esquerra de l'Eixample,4,357,3,100.0
17150,26247938,Ciutat Vella,100.0,la Barceloneta,2,2,2,3025.0
17151,26247982,Sants-Montjuïc,80.0,el Poble Sec,4,131,3,1560.0
17157,26252525,Ciutat Vella,150.0,el Barri Gòtic,4,104,2,3262.5
17159,26263467,Ciutat Vella,180.0,el Raval,5,337,2,420.0
17163,26267368,Ciutat Vella,49.0,el Raval,2,18,5,1416.92
17183,26296963,Sant Martí,79.0,el Poblenou,2,317,5,316.0
17193,26302771,Sants-Montjuïc,125.0,el Poble Sec,4,30,1,3489.58
17199,26313809,Eixample,75.0,la Sagrada Família,3,27,5,2112.5
17204,26318862,Ciutat Vella,120.0,el Raval,4,215,2,1500.0
17215,26320532,Eixample,80.0,la Dreta de l'Eixample,4,123,3,1613.33
17218,26322430,Ciutat Vella,39.0,el Raval,4,105,3,845.0
17236,26342370,Ciutat Vella,69.0,el Barri Gòtic,2,73,2,1679.0
17238,26342702,Ciutat Vella,42.0,el Raval,6,14,1,1228.5
17244,26346144,Eixample,140.0,la Dreta de l'Eixample,5,351,3,163.33
17245,26347176,Eixample,99.0,la Dreta de l'Eixample,6,177,1,1551.0
17250,26350084,Ciutat Vella,335.0,"Sant Pere, Santa Caterina i la Ribera",6,358,1,195.42
17251,26350498,Eixample,500.0,la Sagrada Família,6,339,2,1083.33
17253,26352364,Ciutat Vella,99.0,el Raval,3,356,1,74.25
17258,26358141,Ciutat Vella,100.0,el Barri Gòtic,2,85,3,2333.33
17264,26362966,Eixample,45.0,la Sagrada Família,4,297,3,255.0
17276,26374180,Sants-Montjuïc,123.0,la Font de la Guatlla,4,118,3,2531.75
17298,26384570,Sants-Montjuïc,119.0,la Font de la Guatlla,5,131,4,2320.5
17330,26405502,Gràcia,87.0,Vallcarca i els Penitents,4,344,2,152.25
17352,26415365,Ciutat Vella,80.0,"Sant Pere, Santa Caterina i la Ribera",4,91,3,1826.67
17357,26418886,Sants-Montjuïc,86.0,Sants,2,157,3,1490.67
17365,26426357,Ciutat Vella,140.0,el Raval,4,64,3,3511.67
17366,26426826,Sant Martí,129.0,el Camp de l'Arpa del Clot,5,171,3,2085.5
17367,26427757,Ciutat Vella,190.0,el Raval,4,90,3,4354.17
17369,26433255,Ciutat Vella,50.0,el Raval,2,138,2,945.83
17372,26433990,Eixample,90.0,la Sagrada Família,3,37,1,2460.0
17380,26436653,Eixample,150.0,l'Antiga Esquerra de l'Eixample,4,19,3,4325.0
17396,26446164,Ciutat Vella,80.0,"Sant Pere, Santa Caterina i la Ribera",2,103,3,1746.67
17408,26464962,Sarrià-Sant Gervasi,51.0,les Tres Torres,2,255,1,467.5
17409,26465979,Ciutat Vella,300.0,"Sant Pere, Santa Caterina i la Ribera",6,7,4,8950.0
17421,26479649,Ciutat Vella,120.0,el Raval,4,144,1,2210.0
17463,26514955,Sarrià-Sant Gervasi,80.0,Sant Gervasi - Galvany,4,356,1,60.0
17464,26514958,Sarrià-Sant Gervasi,80.0,Sant Gervasi - Galvany,4,352,1,86.67
17479,26525074,Ciutat Vella,160.0,el Raval,6,10,1,4733.33
17485,26529278,Ciutat Vella,100.0,el Raval,6,69,3,2466.67
17492,26546331,Eixample,100.0,la Dreta de l'Eixample,6,115,2,2083.33
17496,26548039,Eixample,85.0,Sant Antoni,2,192,5,1225.42
17499,26549664,Ciutat Vella,79.0,la Barceloneta,3,61,4,2001.33
17516,26556539,Ciutat Vella,50.0,el Barri Gòtic,3,134,3,962.5
17522,26558995,Sants-Montjuïc,68.0,el Poble Sec,6,337,1,158.67
17529,26564700,Ciutat Vella,80.0,el Raval,2,88,3,1846.67
17541,26575420,Eixample,190.0,la Dreta de l'Eixample,4,24,4,5399.17
17544,26576725,Eixample,199.0,la Dreta de l'Eixample,4,343,3,364.83
17550,26580661,Ciutat Vella,80.0,el Barri Gòtic,2,151,2,1426.67
17552,26581851,Eixample,60.0,la Dreta de l'Eixample,4,358,3,35.0
17553,26581956,Sants-Montjuïc,90.0,el Poble Sec,3,132,3,1747.5
17554,26582071,Ciutat Vella,110.0,"Sant Pere, Santa Caterina i la Ribera",6,167,2,1815.0
17560,26584528,Sarrià-Sant Gervasi,80.0,Sant Gervasi - Galvany,4,343,1,146.67
17568,26588642,Eixample,140.0,la Dreta de l'Eixample,5,114,3,2928.33
17582,26592378,Eixample,150.0,la Dreta de l'Eixample,5,0,3,4562.5
17599,26599144,Gràcia,65.0,la Vila de Gràcia,1,240,3,677.08
17607,26602587,Eixample,89.0,Sant Antoni,5,51,1,2328.83
17613,26613190,Ciutat Vella,130.0,el Raval,3,111,31,2751.67
17649,26638681,Sants-Montjuïc,95.0,Sants,5,14,2,2778.75
17671,26652807,Sants-Montjuïc,88.0,Sants - Badal,2,163,3,1481.33
17684,26664866,Eixample,140.0,l'Antiga Esquerra de l'Eixample,6,97,3,3126.67
17686,26665889,Sarrià-Sant Gervasi,99.0,"Vallvidrera, el Tibidabo i les Planes",4,184,3,1493.25
17705,26683028,Gràcia,78.0,Vallcarca i els Penitents,6,38,1,2125.5
17706,26683299,Sants-Montjuïc,82.0,Sants,6,217,2,1011.33
17708,26686135,Ciutat Vella,130.0,el Raval,4,334,2,335.83
17709,26687270,Gràcia,149.0,la Vila de Gràcia,4,270,4,1179.58
17724,26700932,Ciutat Vella,120.0,la Barceloneta,4,354,5,110.0
17726,26703229,Ciutat Vella,100.0,el Raval,3,67,5,2483.33
17734,26712483,Eixample,200.0,la Dreta de l'Eixample,4,301,1,1066.67
17753,26731627,Ciutat Vella,110.0,el Raval,4,291,2,678.33
17757,26732782,Eixample,135.0,l'Antiga Esquerra de l'Eixample,4,314,1,573.75
17758,26732787,Sants-Montjuïc,135.0,el Poble Sec,4,287,1,877.5
17759,26732793,Eixample,140.0,el Fort Pienc,6,296,1,805.0
17767,26738607,Eixample,80.0,la Dreta de l'Eixample,2,13,1,2346.67
17769,26738715,Ciutat Vella,150.0,el Raval,6,14,1,4387.5
17770,26739559,Sarrià-Sant Gervasi,100.0,el Putxet i el Farró,4,25,3,2833.33
17777,26744693,Eixample,165.0,la Dreta de l'Eixample,5,323,3,577.5
17832,26783473,Sant Martí,119.0,el Parc i la Llacuna del Poblenou,2,120,2,2429.58
17852,26799199,Sant Martí,165.0,Diagonal Mar i el Front Marítim del Poblenou,3,75,5,3987.5
17857,26800509,Sants-Montjuïc,75.0,Hostafrancs,4,338,1,168.75
17864,26802824,Gràcia,70.0,el Camp d'en Grassot i Gràcia Nova,5,293,1,420.0
17870,26806682,Les Corts,120.0,la Maternitat i Sant Ramon,5,33,2,3320.0
17876,26811798,Sant Martí,150.0,el Poblenou,4,127,3,2975.0
17883,26818857,Eixample,150.0,la Sagrada Família,3,360,2,62.5
17897,26830964,Ciutat Vella,80.0,el Barri Gòtic,4,97,3,1786.67
17900,26833801,Ciutat Vella,100.0,el Raval,6,107,3,2150.0
17905,26835543,Ciutat Vella,80.0,el Barri Gòtic,5,81,3,1893.33
17917,26842551,Ciutat Vella,130.0,el Raval,4,3,3,3921.67
17926,26857684,Eixample,110.0,la Dreta de l'Eixample,3,4,3,3309.17
17928,26858591,Sants-Montjuïc,60.0,Sants - Badal,4,28,1,1685.0
17934,26860290,Gràcia,80.0,la Vila de Gràcia,2,6,4,2393.33
17958,26883321,Sants-Montjuïc,75.0,Hostafrancs,4,317,2,300.0
18006,26920348,Sants-Montjuïc,75.0,Hostafrancs,4,333,1,200.0
18041,26951830,Ciutat Vella,90.0,el Raval,2,357,3,60.0
18054,26969209,Sants-Montjuïc,75.0,Hostafrancs,4,321,1,275.0
18055,26970125,Sants-Montjuïc,75.0,Hostafrancs,4,341,2,150.0
18081,26992477,Eixample,149.0,la Dreta de l'Eixample,3,75,1,3600.83
18117,27018637,Eixample,47.0,Sant Antoni,4,299,1,258.5
18126,27021820,Ciutat Vella,130.0,"Sant Pere, Santa Caterina i la Ribera",2,332,3,357.5
18139,27041295,Sants-Montjuïc,105.0,Sants,4,11,3,3097.5
18143,27042361,Sants-Montjuïc,118.0,el Poble Sec,3,141,3,2202.67
18151,27044779,Eixample,600.0,la Dreta de l'Eixample,4,337,2,1400.0
18159,27045940,Eixample,500.0,la Dreta de l'Eixample,6,327,2,1583.33
18166,27046261,Eixample,600.0,la Dreta de l'Eixample,6,317,2,2400.0
18173,27047665,Eixample,90.0,la Dreta de l'Eixample,4,124,3,1807.5
18177,27050750,Sants-Montjuïc,130.0,Sants,4,48,1,3434.17
18179,27052137,Les Corts,60.0,la Maternitat i Sant Ramon,2,5,2,1800.0
18189,27055756,Sants-Montjuïc,80.0,el Poble Sec,2,322,2,286.67
18191,27057413,Ciutat Vella,71.0,el Barri Gòtic,4,55,3,1834.17
18198,27072257,Eixample,53.0,Sant Antoni,4,8,1,1576.75
18205,27075156,Sant Martí,101.0,el Camp de l'Arpa del Clot,6,45,1,2693.33
18210,27076338,Eixample,80.0,la Dreta de l'Eixample,3,213,2,1013.33
18212,27079140,Sants-Montjuïc,75.0,Hostafrancs,4,337,1,175.0
18231,27096490,Ciutat Vella,100.0,el Raval,2,25,1,2833.33
18235,27104520,Sant Martí,150.0,el Besòs i el Maresme,6,361,2,50.0
18238,27105468,Ciutat Vella,150.0,el Raval,4,80,3,3562.5
18239,27105569,Gràcia,45.0,Vallcarca i els Penitents,2,257,1,405.0
18263,27125613,Ciutat Vella,79.0,la Barceloneta,2,2,1,2389.75
18267,27127603,Ciutat Vella,140.0,el Raval,4,86,3,3255.0
18281,27138303,Nou Barris,200.0,la Guineueta,4,359,1,100.0
18282,27144507,Ciutat Vella,140.0,el Raval,4,85,3,3266.67
18293,27150979,Sant Martí,112.0,el Besòs i el Maresme,3,58,3,2865.33
18294,27151343,Sants-Montjuïc,75.0,Hostafrancs,4,336,1,181.25
18300,27154807,Sants-Montjuïc,68.0,el Poble Sec,6,310,1,311.67
18303,27154810,Sants-Montjuïc,68.0,el Poble Sec,6,315,1,283.33
18318,27161456,Sants-Montjuïc,69.0,el Poble Sec,5,361,1,23.0
18320,27162597,Horta-Guinardó,75.0,el Baix Guinardó,2,44,2,2006.25
18325,27170457,Ciutat Vella,60.0,el Barri Gòtic,4,284,1,405.0
18350,27186308,Ciutat Vella,160.0,el Raval,4,81,3,3786.67
18352,27189168,Eixample,300.0,la Dreta de l'Eixample,3,338,2,675.0
18364,27193598,Eixample,95.0,la Sagrada Família,6,258,1,847.08
18374,27197445,Sants-Montjuïc,50.0,Sants - Badal,2,52,1,1304.17
18375,27198868,Ciutat Vella,94.0,el Barri Gòtic,2,65,1,2350.0
18382,27211671,Sarrià-Sant Gervasi,175.0,el Putxet i el Farró,6,349,2,233.33
18454,27254925,Ciutat Vella,75.0,"Sant Pere, Santa Caterina i la Ribera",4,10,3,2218.75
18498,27274607,Ciutat Vella,139.0,el Raval,3,82,1,3278.08
18502,27277006,Ciutat Vella,100.0,el Barri Gòtic,3,19,2,2883.33
18533,27298515,Ciutat Vella,110.0,el Raval,5,170,32,1787.5
18536,27301414,Eixample,118.0,l'Antiga Esquerra de l'Eixample,6,43,1,3166.33
18564,27332048,Eixample,79.0,la Dreta de l'Eixample,2,23,1,2251.5
18602,27360919,Ciutat Vella,80.0,el Barri Gòtic,3,158,1,1380.0
